id,word,pronunciation_arpabet,primary_part_of_speech,primary_definition,synonyms,examples,source_list_count,priority_tier,source,ranking_source_url,verified_on
"vocab-0802","precipitous","P R IH0 S IH1 P IH0 T AH0 S","adjective","extremely steep","[""abrupt"",""sharp"",""hasty"",""overhasty"",""precipitate"",""precipitant""]","[""an abrupt canyon"",""the precipitous rapids of the upper river"",""the precipitous hills of Chinese paintings"",""a sharp drop""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0803","preternatural","","adjective","surpassing the ordinary or normal","[""uncanny""]","[""Beyond his preternatural affability there is some acid and some steel - George Will"",""his uncanny sense of direction""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0804","prevail","P R IH0 V EY1 L","verb","use persuasion successfully","[""triumph"",""persist"",""die hard"",""run"",""endure""]","[""He prevailed upon her to visit his parents"",""The champion prevailed, though it was a hard fight"",""These stories die hard"",""The legend of Elvis endures""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0805","promulgate","P R OW0 M AH1 L G EY0 T","verb","put a law into effect by formal declaration  ","[]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0806","proselytize","P R AA1 S AH0 L AH0 T AY2 Z","verb","convert to another faith or religion  ","[""proselytise""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0807","provident","P R AA1 V IH0 D AH0 N T","adjective","careful in regard to your own interests","[]","[""the prudent use and development of resources"",""wild squirrels are provident"",""a provident father plans for his children's education""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0808","prowess","P R AW1 AH0 S","noun","a superior skill that you can learn by study and practice and observation","[""art"",""artistry""]","[""the art of conversation"",""it's quite an art""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0809","proxy","P R AA1 K S IY0","noun","a power of attorney document given by shareholders of a corporation authorizing a specific vote on their behalf at a corporate meeting  ","[""placeholder"",""procurator""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0810","puissant","","adjective","powerful  ","[]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0811","pusillanimous","P Y UW0 S AH0 L AE1 N AH0 M AH0 S","adjective","lacking in courage and manly strength and resolution","[""poor-spirited"",""unmanly""]","[""contemptibly fearful""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0812","quail","K W EY1 L","noun","small gallinaceous game birds  ","[]","[""suitable for roasting or broiling if young"",""otherwise must be braised""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0813","qualm","","noun","a mild state of nausea  ","[""queasiness"",""squeamishness"",""scruple"",""misgiving""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0814","rakish","R EY1 K IH0 SH","adjective","marked by a carefree unconventionality or disreputableness","[""devil-may-care"",""raffish"",""dapper"",""dashing"",""jaunty"",""natty"",""spiffy"",""snappy"",""spruce""]","[""a cocktail party given by some...raffish bachelors- Crary Moore"",""a dapper young man"",""a jaunty red hat""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0815","rebuke","R IY0 B Y UW1 K","noun","an act or expression of criticism and censure","[""reproof"",""reproval"",""reprehension"",""reprimand""]","[""he had to take the rebuke with a smile on his face""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0816","relevant","R EH1 L AH0 V AH0 N T","adjective","having a bearing on or connection with the subject at issue","[]","[""the scientist corresponds with colleagues in order to learn about matters relevant to her own research""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0817","relish","R EH1 L IH0 SH","noun","the taste experience when a savoury condiment is taken into the mouth  ","[""flavor"",""flavour"",""sapidity"",""savor"",""savour"",""smack"",""nip"",""tang""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0818","remonstrate","","verb","present and urge reasons in opposition  ","[""point out""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0819","renege","R IH0 N IH1 G","verb","fail to fulfill a promise or obligation","[""renege on"",""renegue on"",""go back on""]","[""She backed out of her promise""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0820","requite","","verb","make repayment for or return something  ","[""repay""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0821","retiring","R IH0 T AY1 R IH0 NG","adjective","not arrogant or presuming","[""unassuming""]","[""unassuming to a fault, skeptical about the value of his work"",""a shy retiring girl""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0822","retract","R IY0 T R AE1 K T","verb","use a surgical instrument to hold open (the edges of a wound or an organ)  ","[""pull back"",""draw back""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0823","rile","R AY1 L","verb","make turbid by stirring up the sediments of  ","[""roil"",""annoy"",""rag"",""get to"",""bother"",""get at"",""irritate"",""nark"",""nettle"",""gravel""]","[""disturb, especially by minor irritations"",""Mosquitoes buzzing in my ear really bothers me"",""It irritates me that she never closes the door after she leaves""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0824","rue","R UW1","noun","(French) a street or road in France  ","[""herb of grace"",""Ruta graveolens""]","[""an irritant similar to poison ivy""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0825","ruminate","R UW1 M IH0 N EY2 T","verb","chew the cuds","[]","[""cows ruminate""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0826","salutary","S AE1 L Y AH0 T EH2 R IY0","adjective","tending to promote physical well-being","[""good""]","[""beneficial to health"",""beneficial effects of a balanced diet"",""a good night's sleep"",""the salutary influence of pure air""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0827","satire","S AE1 T AY2 ER0","noun","witty language used to convey insults or scorn","[""sarcasm"",""irony"",""caustic remark""]","[""he used sarcasm to upset his opponent"",""irony is wasted on the stupid"",""Satire is a sort of glass, wherein beholders do generally discover everybody's face but their own--Jonathan Swift""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0828","saturnine","","adjective","bitter or scornful","[]","[""the face was saturnine and swarthy, and the sensual lips...twisted with disdain- Oscar Wilde""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0829","savor","S EY1 V ER0","verb","give taste to  ","[""savour""]","[""savor the soup""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0830","schism","S K IH1 Z AH0 M","noun","the formal separation of a church into two churches or the withdrawal of one group over doctrinal differences  ","[""split""]","[""another schism like that and they will wind up in bankruptcy""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0831","secrete","S IH0 K R IY1 T","verb","place out of sight","[""release""]","[""keep secret"",""The money was secreted from his children"",""secrete digestive juices"",""release a hormone into the blood stream""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0832","semblance","S EH1 M B L AH0 N S","noun","an outward or token appearance or form that is deliberately misleading","[""gloss"",""color"",""colour""]","[""he hoped his claims would have a semblance of authenticity"",""he tried to give his falsehood the gloss of moral sanction"",""the situation soon took on a different color""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0833","sentient","","adjective","consciously perceiving","[""animate""]","[""sentient of the intolerable load"",""a boy so sentient of his surroundings- W.A.White"",""the living knew themselves just sentient puppets on God's stage- T.E.Lawrence""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0834","shard","SH AA1 R D","noun","a broken piece of a brittle artifact  ","[""sherd"",""fragment""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0835","sinuous","S IH1 N W AH0 S","adjective","gracefully thin and bending and moving with ease  ","[""lissome"",""lissom"",""lithe"",""lithesome"",""supple"",""sinuate"",""wiggly""]","[""wiggly lines""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0836","skeptic","S K EH1 P T IH0 K","noun","someone who habitually doubts accepted beliefs  ","[""sceptic"",""doubter""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0837","smattering","S M AE1 T ER0 IH0 NG","noun","a slight or superficial understanding of a subject  ","[]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0838","soliloquy","S AH0 L IH1 L AH0 K W IY0","noun","a (usually long) dramatic speech intended to give the illusion of unspoken reflections  ","[""monologue""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0839","solvent","S AA1 L V AH0 N T","adjective","capable of meeting financial obligations  ","[""dissolvent"",""dissolver"",""dissolving agent"",""resolvent""]","[""the solvent does not change its state in forming a solution""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0840","spurn","S P ER1 N","verb","reject with contempt","[""reject"",""freeze off"",""scorn"",""pooh-pooh"",""disdain"",""turn down""]","[""She spurned his advances""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0841","squalid","S K W AA1 L AH0 D","adjective","foul and run-down and repulsive","[""flyblown"",""sordid"",""seamy"",""seedy"",""sleazy""]","[""a flyblown bar on the edge of town"",""a squalid overcrowded apartment in the poorest part of town"",""squalid living conditions"",""sordid shantytowns""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0842","squander","S K W AA1 N D ER0","verb","spend extravagantly","[""consume"",""waste"",""ware"",""blow""]","[""waste not, want not"",""throw away"",""He wasted his inheritance on his insincere friends"",""You squandered the opportunity to get and advanced degree""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0843","squelch","S K W EH1 L CH","verb","walk through mud or mire","[""squish"",""splash"",""splosh"",""slosh"",""slop"",""quell"",""quench""]","[""We had to splosh across the wet meadow"",""squelch any sign of dissent"",""quench a rebellion""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
